riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs9346455-G	6E-6	-	0.087	-	"0.013 unit increase"	[NR]	LINC00472	"Antipsychotic drug-induced weight gain (time interaction)"	"longitudinal BMI measurement,antipsychotic drug related weight gain"	-	GCST003108	6:71282113	26323598	"Brandl EJ"
rs79297227-C	1E-7	-	0.05	1.9	-	[1.5-2.5]	SLC16A7	"Non-small cell lung cancer x BMI trajectory interaction"	"longitudinal BMI measurement,non-small cell lung carcinoma"	-	GCST90132908	12:59663490	35658861	"You D"
rs2336652-A	4E-7	-	0.06	1.7	-	[1.4-2.1]	LINC01811	"Non-small cell lung cancer x BMI trajectory interaction"	"longitudinal BMI measurement,non-small cell lung carcinoma"	-	GCST90132908	3:34477849	35658861	"You D"
rs16018-G	4E-7	-	0.31	1.4	-	[1.2-1.6]	CACNA1A	"Non-small cell lung cancer x BMI trajectory interaction"	"longitudinal BMI measurement,non-small cell lung carcinoma"	-	GCST90132908	19:13300668	35658861	"You D"
rs4726760-T	9E-7	-	0.13	0.62	-	[0.5-0.75]	SLC37A3	"Non-small cell lung cancer x BMI trajectory interaction"	"longitudinal BMI measurement,non-small cell lung carcinoma"	-	GCST90132908	7:140299086	35658861	"You D"
rs2183606-A	1E-6	-	0.453	-	"4.9 unit decrease"	-	GPC5	"BMI at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement"	-	GCST90132243	13:92152253	36844456	"Vicuña L"
rs6926791-A	2E-6	-	0.04	-	"4.78 unit increase"	-	LYRM4	"BMI at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement"	-	GCST90132243	6:5169350	36844456	"Vicuña L"
rs10812580-A	3E-6	-	0.259	-	"4.72 unit increase"	-	MOB3B	"BMI at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement"	-	GCST90132243	9:27383758	36844456	"Vicuña L"
rs13283804-G	3E-6	-	0.284	-	"4.71 unit increase"	-	MOB3B	"BMI at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement"	-	GCST90132243	9:27391924	36844456	"Vicuña L"
rs76077232-C	6E-6	-	0.013	-	"4.56 unit increase"	-	SPTSSA,EGLN3	"BMI at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement"	-	GCST90132243	14:34461067	36844456	"Vicuña L"
rs141739085-C	7E-6	-	0.137	-	"4.52 unit increase"	-	SLC25A5P8,RNA5SP281	"BMI at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement"	-	GCST90132243	9:32332366	36844456	"Vicuña L"
rs1464005-G	9E-6	-	0.346	-	"4.49 unit decrease"	-	LINC01320	"BMI at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement"	-	GCST90132243	2:34013033	36844456	"Vicuña L"
rs73230790-A	9E-6	-	0.22	-	"4.47 unit decrease"	-	WRN,KCTD9P6	"BMI at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement"	-	GCST90132243	8:31194836	36844456	"Vicuña L"
rs445398-T	1E-8	-	0.165	-	"5.81 unit increase"	-	DMRT1	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	9:954336	36844456	"Vicuña L"
rs969092-A	9E-7	-	0.238	-	"4.96 unit increase"	-	LINC02400,GXYLT1	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	12:41840976	36844456	"Vicuña L"
rs11066997-T	1E-6	-	0.358	-	"4.94 unit increase"	-	LINC02459,GLULP5	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	12:114223719	36844456	"Vicuña L"
rs11070771-G	1E-6	-	0.327	-	"4.86 unit decrease"	-	AHCYP7,GABPB1-AS1	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	15:50377693	36844456	"Vicuña L"
rs4775878-T	1E-6	-	0.326	-	"4.86 unit decrease"	-	GABPB1-AS1,AHCYP7	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	15:50380223	36844456	"Vicuña L"
rs12542317-T	2E-6	-	0.326	-	"4.81 unit decrease"	-	SLCO5A1	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	8:69803008	36844456	"Vicuña L"
rs3734266-C	4E-6	-	0.106	-	"4.66 unit increase"	-	BLTP3A	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	6:34855410	36844456	"Vicuña L"
rs13130318-G	4E-6	-	0.133	-	"4.64 unit increase"	-	FGG,LRAT	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	4:154617318	36844456	"Vicuña L"
rs1397623-T	5E-6	-	0.458	-	"4.6 unit decrease"	-	LINC01182	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	4:13886159	36844456	"Vicuña L"
rs7743724-A	6E-6	-	0.101	-	"4.55 unit increase"	-	SNRPC	"Age at adiposity rebound x sex interaction"	"sex interaction measurement,longitudinal BMI measurement,age at assessment"	-	GCST90132242	6:34757701	36844456	"Vicuña L"
rs9930506-A	9E-7	(BMI)	0.54	-	"0.13 SD decrease"	[NR]	FTO	"Obesity-related traits"	"body mass index"	-	GCST000060	16:53796553	17658951	"Scuteri A"
rs12964056-A	7E-7	-	0.24	-	"4.98 z score decrease"	[NR]	ENTR1P1,RN7SL342P	"Body mass index"	"body mass index"	-	GCST002301	18:60006567	24348519	"Namjou B"
rs8192472-A	1E-6	-	0.37	-	"4.85 z score decrease"	[NR]	CCK	"Body mass index"	"body mass index"	-	GCST002301	3:42258378	24348519	"Namjou B"
rs1542829-?	1E-8	-	0.05	-	"5.89 z score increase"	[NR]	COL6A5	"Body mass index"	"body mass index"	-	GCST002301	3:130418627	24348519	"Namjou B"
rs10136789-?	5E-7	-	NR	-	"5.05 z score increase"	[NR]	KCNH5	"Body mass index"	"body mass index"	-	GCST002301	14:62889535	24348519	"Namjou B"
rs2016586-?	3E-6	-	NR	-	"4.67 z score decrease"	[NR]	APOL5	"Body mass index"	"body mass index"	-	GCST002301	22:35729217	24348519	"Namjou B"
rs10889850-?	2E-6	-	NR	-	"4.78 z score decrease"	[NR]	LRRC7	"Body mass index"	"body mass index"	-	GCST002301	1:69741396	24348519	"Namjou B"
rs12693973-?	2E-6	-	NR	-	"4.8 z score decrease"	[NR]	GALNT13	"Body mass index"	"body mass index"	-	GCST002301	2:154314627	24348519	"Namjou B"
rs8050136-A	1E-7	-	0.39	-	"5.26 z score increase"	[NR]	FTO	"Body mass index"	"body mass index"	-	GCST002301	16:53782363	24348519	"Namjou B"
rs4432245-C	1E-6	-	0.473	-	-	-	EIF2AK4	"Body mass index"	"body mass index"	-	GCST002435	15:40032280	24827717	"Yang F"
rs10904363-?	3E-6	-	NR	-	-	-	AKR1C6P	"Body mass index"	"body mass index"	-	GCST002435	10:4878221	24827717	"Yang F"
rs6810295-?	7E-6	-	NR	-	-	-	OSBPL10	"Body mass index (education interaction)"	"body mass index"	-	GCST002296	3:31926475	24281739	"Boardman JD"
rs12518350-?	6E-6	-	NR	-	-	-	HINT1,ARL2BPP4	"Body mass index (education interaction)"	"body mass index"	-	GCST002296	5:130760567	24281739	"Boardman JD"
rs17806457-?	6E-6	-	NR	-	-	-	PALM2AKAP2	"Body mass index (education interaction)"	"body mass index"	-	GCST002296	9:110129355	24281739	"Boardman JD"
rs9939609-A	3E-35	-	0.39	-	"0.36 kg/m2 increase"	"[0.34 - 0.46]"	FTO	"Body mass index"	"body mass index"	-	GCST000022	16:53786615	17434869	"Frayling TM"
rs1426654-A	4E-7	(females)	0.511	-	"0.484 kg/m2 increase"	[0.30-0.67]	SLC24A5	"Body mass index"	"body mass index"	-	GCST002571	15:48134287	25133637	"Scannell Bryan M"
rs955423-A	3E-7	-	0.61	-	"0.335 kg/m2 increase"	[0.21-0.46]	RPLP0P9,RPL7P20	"Body mass index"	"body mass index"	-	GCST002571	5:166292645	25133637	"Scannell Bryan M"
rs3096490-G	5E-7	-	0.529	-	"0.317 kg/m2 increase"	[0.19-0.44]	COL25A1	"Body mass index"	"body mass index"	-	GCST002571	4:109057975	25133637	"Scannell Bryan M"
rs1426654-A	8E-7	-	0.51	-	"0.325 kg/m2 increase"	[0.20-0.45]	SLC24A5	"Body mass index"	"body mass index"	-	GCST002571	15:48134287	25133637	"Scannell Bryan M"
rs2237892-T	9E-13	-	0.36	-	"0.0298 unit increase"	[0.022-0.038]	KCNQ1	"Body mass index"	"body mass index"	-	GCST002461	11:2818521	24861553	"Wen W"
rs671-G	3E-11	-	0.76	-	"0.0378 unit increase"	[0.027-0.049]	ALDH2	"Body mass index"	"body mass index"	-	GCST002461	12:111803962	24861553	"Wen W"
rs12229654-T	5E-9	-	0.8	-	"0.0341 unit increase"	[0.023-0.045]	MYL2	"Body mass index"	"body mass index"	-	GCST002461	12:110976657	24861553	"Wen W"
rs2535633-G	2E-10	-	0.42	-	"0.0288 unit increase"	[0.02-0.038]	ITIH4	"Body mass index"	"body mass index"	-	GCST002461	3:52825614	24861553	"Wen W"
rs11191580-C	4E-8	-	0.27	-	"0.0295 unit increase"	[0.019-0.04]	NT5C2	"Body mass index"	"body mass index"	-	GCST002461	10:103146454	24861553	"Wen W"
rs6893807-G	1E-6	-	0.46	-	"0.024 unit increase"	[0.014-0.034]	MIR9-2HG	"Body mass index"	"body mass index"	-	GCST002461	5:88669203	24861553	"Wen W"
rs4854307-C	2E-6	-	0.34	-	"0.0263 unit increase"	[0.016-0.036]	LINC01865,LINC01874	"Body mass index"	"body mass index"	-	GCST002461	2:443281	24861553	"Wen W"
rs1558902-A	7E-27	-	0.15	-	"0.0756 unit increase"	[0.062-0.089]	FTO	"Body mass index"	"body mass index"	-	GCST002461	16:53769662	24861553	"Wen W"
rs11030104-A	2E-20	-	0.55	-	"0.0478 unit increase"	[0.038-0.058]	BDNF,BDNF-AS	"Body mass index"	"body mass index"	-	GCST002461	11:27662970	24861553	"Wen W"
rs574367-T	2E-19	-	0.21	-	"0.058 unit increase"	[0.045-0.071]	LINC01741,SEC16B	"Body mass index"	"body mass index"	-	GCST002461	1:177904075	24861553	"Wen W"
rs591166-A	7E-14	-	0.24	-	"0.0464 unit increase"	[0.034-0.059]	MC4R,RNU4-17P	"Body mass index"	"body mass index"	-	GCST002461	18:60174356	24861553	"Wen W"
rs11671664-G	3E-12	-	0.49	-	"0.0406 unit increase"	[0.029-0.052]	GIPR	"Body mass index"	"body mass index"	-	GCST002461	19:45669020	24861553	"Wen W"
rs6545814-G	1E-10	-	0.45	-	"0.0331 unit increase"	[0.023-0.043]	ADCY3	"Body mass index"	"body mass index"	-	GCST002461	2:24908447	24861553	"Wen W"
rs16858082-T	4E-9	-	0.35	-	"0.0324 unit increase"	[0.022-0.043]	PRDX4P1,THAP12P9	"Body mass index"	"body mass index"	-	GCST002461	4:45173787	24861553	"Wen W"
rs2531995-T	7E-8	-	0.33	-	"0.0315 unit increase"	[0.02-0.043]	ADCY9	"Body mass index"	"body mass index"	-	GCST002461	16:3963466	24861553	"Wen W"
rs9473924-T	4E-7	-	0.29	-	"0.0308 unit increase"	[0.019-0.043]	TNPO3P2,RPS17P5	"Body mass index"	"body mass index"	-	GCST002461	6:50866444	24861553	"Wen W"
rs3810291-A	9E-7	-	0.24	-	"0.0333 unit increase"	[0.02-0.047]	ZC3H4	"Body mass index"	"body mass index"	-	GCST002461	19:47065746	24861553	"Wen W"
rs9568867-A	4E-6	-	0.23	-	"0.031 unit increase"	[0.018-0.044]	ZNF646P1,LINC00558	"Body mass index"	"body mass index"	-	GCST002461	13:53533217	24861553	"Wen W"
rs888789-A	4E-6	-	0.46	-	"0.024 unit increase"	[0.014-0.034]	POC5	"Body mass index"	"body mass index"	-	GCST002461	5:75692544	24861553	"Wen W"
rs9356744-T	5E-13	-	0.57	-	"0.0374 unit increase"	[0.027-0.048]	CDKAL1	"Body mass index"	"body mass index"	-	GCST002461	6:20685255	24861553	"Wen W"
rs261967-C	8E-13	-	0.41	-	"0.0376 unit increase"	[0.027-0.048]	CAST	"Body mass index"	"body mass index"	-	GCST002461	5:96514546	24861553	"Wen W"
rs11142387-C	3E-8	-	0.41	-	"0.0324 unit increase"	[0.021-0.044]	KLF9,SMC5	"Body mass index"	"body mass index"	-	GCST002461	9:70383416	24861553	"Wen W"
rs12597579-C	6E-7	-	0.78	-	"0.0316 unit increase"	[0.019-0.044]	SNRPEP3,GP2	"Body mass index"	"body mass index"	-	GCST002461	16:20246545	24861553	"Wen W"
rs12463617-C	2E-12	-	0.91	-	"0.0634 unit increase"	[0.046-0.081]	TMEM18,LINC01875	"Body mass index"	"body mass index"	-	GCST002461	2:629244	24861553	"Wen W"
rs4776970-A	3E-7	-	0.22	-	"0.0317 unit increase"	[0.02-0.044]	MAP2K5	"Body mass index"	"body mass index"	-	GCST002461	15:67788548	24861553	"Wen W"
rs6567160-C	8E-19	-	NR	-	"0.09 kg/m2 increase"	[0.070-0.110]	RNU4-17P,LINC03111	"Body mass index"	"body mass index"	-	GCST002227	18:60161902	24064335	"Pei YF"
rs62033400-G	2E-14	-	NR	-	"0.08 kg/m2 increase"	[0.060-0.100]	FTO	"Body mass index"	"body mass index"	-	GCST002227	16:53777876	24064335	"Pei YF"
rs939583-C	1E-7	-	NR	-	"0.07 kg/m2 decrease"	[0.050-0.090]	TMEM18,LINC01875	"Body mass index"	"body mass index"	-	GCST002227	2:622531	24064335	"Pei YF"
rs12149832-A	5E-22	-	0.20	-	"0.073 unit increase"	[0.057-0.089]	FTO	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	16:53808996	22344221	"Okada Y"
rs2030323-C	4E-16	-	0.60	-	"0.046 unit increase"	[0.034-0.058]	BDNF	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	11:27706992	22344221	"Okada Y"
rs11671664-G	7E-14	-	0.45	-	"0.046 unit increase"	[0.034-0.058]	GIPR	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	19:45669020	22344221	"Okada Y"
rs2206734-C	1E-11	-	0.59	-	"0.039 unit increase"	[0.027-0.051]	CDKAL1	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	6:20694653	22344221	"Okada Y"
rs2331841-A	2E-11	-	0.25	-	"0.046 unit increase"	[0.032-0.060]	LINC03111,RNU4-17P	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	18:60161404	22344221	"Okada Y"
rs11142387-C	1E-9	-	0.46	-	"0.04 unit increase"	[0.018-0.062]	KLF9,SMC5	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	9:70383416	22344221	"Okada Y"
rs516636-A	3E-9	-	0.22	-	"0.05 unit increase"	[0.034-0.066]	SEC16B,LINC01741	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	1:177886382	22344221	"Okada Y"
rs4377469-T	2E-7	-	0.69	-	"0.039 unit increase"	[0.025-0.053]	CCK	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	3:42261582	22344221	"Okada Y"
rs10993160-A	6E-7	-	0.83	-	"0.053 unit increase"	[0.031-0.075]	ZNF169,NUTM2F	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	9:94306644	22344221	"Okada Y"
"rs13034723-A,rs11142387-C"	2E-8	-	NR	-	"0.066 unit increase"	[0.042-0.090]	"C2orf88 x SMC5 - KLF9"	"Body mass index (SNP x SNP interaction)"	"body mass index"	-	GCST001416	2:190120954,9:70383416	22344221	"Okada Y"
rs2481665-T	7E-6	"(EA, men)"	0.566	-	"0.019 kg/m2 increase"	[0.01-0.027]	PATJ	"Body mass index"	"body mass index"	-	GCST002783	1:62129005	25673413	"Locke AE"
rs2650492-A	5E-6	"(EA, men)"	0.303	-	"0.021 kg/m2 increase"	[0.012-0.031]	SBK1	"Body mass index"	"body mass index"	-	GCST002783	16:28322090	25673413	"Locke AE"
rs2820292-C	2E-8	"(EA, men)"	0.556	-	"0.023 kg/m2 increase"	[0.015-0.03]	IPO9-AS1,NAV1	"Body mass index"	"body mass index"	-	GCST002783	1:201815159	25673413	"Locke AE"
rs285575-A	7E-6	"(EA, men)"	0.481	-	"0.019 kg/m2 increase"	[0.01-0.027]	PDZRN4	"Body mass index"	"body mass index"	-	GCST002783	12:41527863	25673413	"Locke AE"
rs3101336-C	2E-16	"(EA, men)"	0.614	-	"0.035 kg/m2 increase"	[0.026-0.043]	LINC02796	"Body mass index"	"body mass index"	-	GCST002783	1:72285502	25673413	"Locke AE"
rs321358-G	6E-6	"(EA, men)"	0.155	-	"0.026 kg/m2 increase"	[0.014-0.037]	LINC02550	"Body mass index"	"body mass index"	-	GCST002783	11:111125247	25673413	"Locke AE"
rs3783890-T	7E-6	"(EA, men)"	0.814	-	"0.023 kg/m2 increase"	[0.013-0.033]	BTBD7	"Body mass index"	"body mass index"	-	GCST002783	14:93323930	25673413	"Locke AE"
rs3810291-A	7E-9	"(EA, men)"	0.667	-	"0.028 kg/m2 increase"	[0.018-0.037]	ZC3H4	"Body mass index"	"body mass index"	-	GCST002783	19:47065746	25673413	"Locke AE"
rs3817334-T	2E-10	"(EA, men)"	0.405	-	"0.026 kg/m2 increase"	[0.018-0.034]	MTCH2	"Body mass index"	"body mass index"	-	GCST002783	11:47629441	25673413	"Locke AE"
rs3849570-A	2E-7	"(EA, men)"	0.361	-	"0.023 kg/m2 increase"	[0.014-0.032]	GBE1	"Body mass index"	"body mass index"	-	GCST002783	3:81742961	25673413	"Locke AE"
rs3888190-A	1E-17	"(EA, men)"	0.402	-	"0.035 kg/m2 increase"	[0.027-0.043]	ATP2A1-AS1	"Body mass index"	"body mass index"	-	GCST002783	16:28878165	25673413	"Locke AE"
rs4243830-C	8E-6	"(EA, men)"	0.11	-	"0.03 kg/m2 increase"	[0.017-0.043]	PLEKHG5	"Body mass index"	"body mass index"	-	GCST002783	1:6517811	25673413	"Locke AE"
rs4256980-G	9E-6	"(EA, men)"	0.645	-	"0.019 kg/m2 increase"	[0.01-0.027]	TRIM66	"Body mass index"	"body mass index"	-	GCST002783	11:8652392	25673413	"Locke AE"
rs427943-C	2E-7	"(EA, men)"	0.58	-	"0.025 kg/m2 increase"	[0.016-0.035]	ADARB1	"Body mass index"	"body mass index"	-	GCST002783	21:45150981	25673413	"Locke AE"
rs7138803-A	6E-11	"(EA, men)"	0.385	-	"0.027 kg/m2 increase"	[0.019-0.036]	BCDIN3D,RPL35AP28	"Body mass index"	"body mass index"	-	GCST002783	12:49853685	25673413	"Locke AE"
rs7141420-T	6E-8	"(EA, men)"	0.528	-	"0.022 kg/m2 increase"	[0.014-0.03]	NRXN3	"Body mass index"	"body mass index"	-	GCST002783	14:79433111	25673413	"Locke AE"
rs492400-C	7E-9	"(EA, men)"	0.424	-	"0.024 kg/m2 increase"	[0.016-0.032]	USP37	"Body mass index"	"body mass index"	-	GCST002783	2:218485029	25673413	"Locke AE"
rs4985155-A	6E-7	"(EA, men)"	0.665	-	"0.021 kg/m2 increase"	[0.013-0.029]	PDXDC1	"Body mass index"	"body mass index"	-	GCST002783	16:15035602	25673413	"Locke AE"
rs543874-G	3E-11	"(EA, men)"	0.192	-	"0.034 kg/m2 increase"	[0.024-0.044]	SEC16B,LINC01741	"Body mass index"	"body mass index"	-	GCST002783	1:177920345	25673413	"Locke AE"
rs607987-G	5E-6	"(EA, men)"	0.383	-	"0.024 kg/m2 increase"	[0.014-0.034]	ARL14EP-DT	"Body mass index"	"body mass index"	-	GCST002783	11:30202027	25673413	"Locke AE"
rs6567160-C	5E-30	"(EA, men)"	0.234	-	"0.055 kg/m2 increase"	[0.045-0.064]	RNU4-17P,LINC03111	"Body mass index"	"body mass index"	-	GCST002783	18:60161902	25673413	"Locke AE"
rs6569648-C	5E-6	"(EA, men)"	0.235	-	"0.022 kg/m2 increase"	[0.013-0.031]	L3MBTL3	"Body mass index"	"body mass index"	-	GCST002783	6:130027974	25673413	"Locke AE"
rs657452-A	3E-7	"(EA, men)"	0.394	-	"0.022 kg/m2 increase"	[0.013-0.03]	AGBL4	"Body mass index"	"body mass index"	-	GCST002783	1:49124175	25673413	"Locke AE"
rs758747-T	8E-8	"(EA, men)"	0.264	-	"0.026 kg/m2 increase"	[0.016-0.035]	NLRC3	"Body mass index"	"body mass index"	-	GCST002783	16:3577357	25673413	"Locke AE"
rs7599312-G	9E-9	"(EA, men)"	0.724	-	"0.026 kg/m2 increase"	[0.017-0.034]	ERBB4,LINC01878	"Body mass index"	"body mass index"	-	GCST002783	2:212548507	25673413	"Locke AE"
rs7613875-A	1E-6	"(EA, men)"	0.53	-	"0.021 kg/m2 increase"	[0.012-0.029]	RBM6,MON1A	"Body mass index"	"body mass index"	-	GCST002783	3:49934081	25673413	"Locke AE"
rs7830341-G	7E-6	"(EA, men)"	0.964	-	"0.068 kg/m2 increase"	[0.039-0.098]	PCAT1,CASC19	"Body mass index"	"body mass index"	-	GCST002783	8:127097685	25673413	"Locke AE"
rs7903146-C	4E-11	"(EA, men)"	0.712	-	"0.029 kg/m2 increase"	[0.021-0.038]	TCF7L2	"Body mass index"	"body mass index"	-	GCST002783	10:112998590	25673413	"Locke AE"
rs8113263-A	2E-6	"(EA, men)"	0.05	-	"0.059 kg/m2 increase"	[0.034-0.083]	NFIX	"Body mass index"	"body mass index"	-	GCST002783	19:13068848	25673413	"Locke AE"
rs929354-T	8E-6	"(EA, men)"	0.648	-	"0.023 kg/m2 increase"	[0.013-0.033]	UBE3C	"Body mass index"	"body mass index"	-	GCST002783	7:157252863	25673413	"Locke AE"
rs9364687-G	9E-7	"(EA, men)"	0.567	-	"0.02 kg/m2 increase"	[0.012-0.028]	CAHM	"Body mass index"	"body mass index"	-	GCST002783	6:163396879	25673413	"Locke AE"
rs9634489-G	2E-6	"(EA, men)"	0.499	-	"0.02 kg/m2 increase"	[0.012-0.028]	HS6ST3	"Body mass index"	"body mass index"	-	GCST002783	13:96396750	25673413	"Locke AE"
rs9659323-A	7E-7	"(EA, men)"	0.553	-	"0.02 kg/m2 increase"	[0.012-0.028]	TBX15	"Body mass index"	"body mass index"	-	GCST002783	1:118961738	25673413	"Locke AE"
rs9914578-G	8E-8	"(EA, men)"	0.212	-	"0.026 kg/m2 increase"	[0.017-0.036]	SMG6	"Body mass index"	"body mass index"	-	GCST002783	17:2101842	25673413	"Locke AE"
rs2207139-G	2E-19	"(EA, women)"	0.177	-	"0.047 kg/m2 increase"	[0.036-0.057]	RPS17P5,TNPO3P2	"Body mass index"	"body mass index"	-	GCST002783	6:50877777	25673413	"Locke AE"
rs1000940-G	2E-6	"(EA, women)"	0.321	-	"0.02 kg/m2 increase"	[0.012-0.029]	RABEP1,NUP88	"Body mass index"	"body mass index"	-	GCST002783	17:5379957	25673413	"Locke AE"
rs1016287-T	6E-9	"(EA, women)"	0.285	-	"0.025 kg/m2 increase"	[0.017-0.034]	LINC01122	"Body mass index"	"body mass index"	-	GCST002783	2:59078490	25673413	"Locke AE"
rs10182181-G	4E-21	"(EA, women)"	0.46	-	"0.037 kg/m2 increase"	[0.029-0.044]	ADCY3,DNAJC27	"Body mass index"	"body mass index"	-	GCST002783	2:24927427	25673413	"Locke AE"
