riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs28601761-?	6E-18	-	NR	-	-	-	TRIB1AL	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	8:125487789	38965376	"Carey CE"
chr11:116623213-?	2E-17	-	NR	-	-	-	-	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	-	38965376	"Carey CE"
rs10811660-?	5E-16	-	NR	-	-	-	CDKN2B-AS1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	9:22134069	38965376	"Carey CE"
rs12740374-?	4E-15	-	NR	-	-	-	CELSR2	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	1:109274968	38965376	"Carey CE"
rs550057-?	7E-15	-	NR	-	-	-	ABO	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	9:133271182	38965376	"Carey CE"
rs754953005-?	2E-14	-	NR	-	-	-	CDKAL1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	6:20682553	38965376	"Carey CE"
rs10830963-?	3E-14	-	NR	-	-	-	MTNR1B	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	11:92975544	38965376	"Carey CE"
rs1534966-?	5E-14	-	NR	-	-	-	TGM2,KIAA1755	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	20:38208894	38965376	"Carey CE"
rs9859406-?	6E-14	-	NR	-	-	-	IGF2BP2	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	3:185816694	38965376	"Carey CE"
rs10199768-?	1E-13	-	NR	-	-	-	APOB	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	2:21021128	38965376	"Carey CE"
rs539660621-?	2E-13	-	NR	-	-	-	AGBL2	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	11:47694230	38965376	"Carey CE"
rs10882102-?	1E-12	-	NR	-	-	-	HHEX,Y_RNA	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	10:92706738	38965376	"Carey CE"
chr2:43692542-?	1E-12	-	NR	-	-	-	-	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	-	38965376	"Carey CE"
chr19:11196651-?	1E-12	-	NR	-	-	-	-	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	-	38965376	"Carey CE"
rs4234731-?	2E-12	-	NR	-	-	-	WFS1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	4:6298187	38965376	"Carey CE"
rs849139-?	1E-11	-	NR	-	-	-	JAZF1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	7:28139777	38965376	"Carey CE"
rs35859536-?	3E-11	-	NR	-	-	-	SLC30A8,MED30	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	8:117179236	38965376	"Carey CE"
rs1215470-?	4E-11	-	NR	-	-	-	LINC01080	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	13:80132320	38965376	"Carey CE"
rs11591147-?	8E-11	-	NR	-	-	-	PCSK9	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	1:55039974	38965376	"Carey CE"
rs184112992-?	2E-10	-	NR	-	-	-	FAF1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	1:50905937	38965376	"Carey CE"
rs7501939-?	3E-10	-	NR	-	-	-	HNF1B	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	17:37741165	38965376	"Carey CE"
rs7753826-?	4E-10	-	NR	-	-	-	LINC02980,H2BC3	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	6:26042011	38965376	"Carey CE"
rs7621544-?	8E-10	-	NR	-	-	-	ATXN7	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	3:63943005	38965376	"Carey CE"
rs58321169-?	8E-10	-	NR	-	-	-	RNU6-200P,MIR588	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	6:126547421	38965376	"Carey CE"
rs55935606-?	9E-10	-	NR	-	-	-	DAG1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	3:49528072	38965376	"Carey CE"
rs10471813-?	9E-10	-	NR	-	-	-	PELO-AS1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	5:52786784	38965376	"Carey CE"
rs13330951-?	1E-9	-	NR	-	-	-	NFAT5,CYB5B	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	16:69529939	38965376	"Carey CE"
rs60387034-?	2E-9	-	NR	-	-	-	CHD6,EMILIN3	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	20:41382030	38965376	"Carey CE"
rs17712208-?	2E-9	-	NR	-	-	-	PROX1-AS1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	1:213977102	38965376	"Carey CE"
chr1:62935577-?	2E-9	-	NR	-	-	-	-	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	-	38965376	"Carey CE"
chr3:123092614-?	3E-9	-	NR	-	-	-	-	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	-	38965376	"Carey CE"
rs4932179-?	4E-9	-	NR	-	-	-	FES	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	15:90887677	38965376	"Carey CE"
rs13405357-?	5E-9	-	NR	-	-	-	NYAP2,MIR5702	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	2:226157320	38965376	"Carey CE"
rs3764002-?	5E-9	-	NR	-	-	-	WSCD2	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	12:108224853	38965376	"Carey CE"
rs1421085-?	5E-9	-	NR	-	-	-	FTO	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	16:53767042	38965376	"Carey CE"
rs1613295-?	6E-9	-	NR	-	-	-	ZMIZ1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	10:79195032	38965376	"Carey CE"
rs2237895-?	7E-9	-	NR	-	-	-	KCNQ1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	11:2835964	38965376	"Carey CE"
rs6980437-?	1E-8	-	NR	-	-	-	AGMO,GTF3AP5	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	7:15015291	38965376	"Carey CE"
rs408623-?	2E-8	-	NR	-	-	-	OR2I1P	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	6:29551777	38965376	"Carey CE"
rs1128249-?	2E-8	-	NR	-	-	-	COBLL1	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	2:164672114	38965376	"Carey CE"
rs59799562-?	2E-8	-	NR	-	-	-	GPR139	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	16:20038329	38965376	"Carey CE"
rs1496653-?	2E-8	-	NR	-	-	-	UBE2E2	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	3:23413299	38965376	"Carey CE"
rs72694393-?	2E-8	-	NR	-	-	-	NYNRIN	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	14:24404987	38965376	"Carey CE"
rs2650965-?	3E-8	-	NR	-	-	-	LINC01713,CASC20	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	20:6729191	38965376	"Carey CE"
rs34706136-?	3E-8	-	NR	-	-	-	GLIS3	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	9:4294708	38965376	"Carey CE"
rs34998574-?	4E-8	-	NR	-	-	-	UBE3C	"Diabetes (confirmatory factor analysis Factor 28)"	"diabetes mellitus"	-	GCST90309362	7:157172028	38965376	"Carey CE"
rs7499584-A	2E-6	-	0.297	-	"0.15939355 unit increase"	-	SALL1,UNGP1	"Diabetes mellitus"	"diabetes mellitus"	-	GCST005766	16:51205506	29615537	"Kulminski AM"
rs146886108-T	1E-10	-	0.007268	-	"0.39 unit decrease"	[0.27-0.51]	ANKH	"Diabetes mellitus (UKB data field 2443)"	"diabetes mellitus"	-	GCST90043627	5:14751196	34737426	"Jiang L"
rs78408340-G	1E-12	-	0.009423	-	"0.37 unit increase"	[0.27-0.47]	PAM	"Diabetes mellitus (UKB data field 2443)"	"diabetes mellitus"	-	GCST90043627	5:103003035	34737426	"Jiang L"
rs190552429-T	2E-11	-	0.008218	-	"0.39 unit decrease"	[0.28-0.5]	TCF7L2	"Diabetes mellitus (UKB data field 2443)"	"diabetes mellitus"	-	GCST90043627	10:112982710	34737426	"Jiang L"
chr19:33890838-?	4E-9	-	NR	-	"0.04956 unit decrease"	[0.033-0.066]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr19:46176405-?	4E-17	-	NR	-	"0.07368 unit increase"	[0.057-0.09]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr19:46206425-?	3E-8	-	NR	-	"0.06528 unit increase"	[0.042-0.089]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr19:46317593-?	4E-8	-	NR	-	"0.06241 unit decrease"	[0.039-0.085]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr20:42852509-?	2E-8	-	NR	-	"0.05042 unit increase"	[0.033-0.068]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr20:42994116-?	1E-15	-	NR	-	"0.08484 unit decrease"	[0.064-0.106]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr20:48830265-?	1E-8	-	NR	-	"0.04791 unit decrease"	[0.031-0.064]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr20:50153344-?	5E-10	-	NR	-	"0.05384 unit decrease"	[0.037-0.071]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr22:46313618-?	6E-9	-	NR	-	"0.05812 unit increase"	[0.038-0.078]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr22:46484973-?	3E-8	-	NR	-	"0.07283 unit decrease"	[0.046-0.099]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr22:50356274-?	9E-11	-	NR	-	"0.05847 unit decrease"	[0.04-0.077]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr14:77384159-?	9E-9	-	NR	-	"0.05335 unit increase"	[0.035-0.071]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr14:101255172-?	6E-11	-	NR	-	"0.06995 unit decrease"	[0.049-0.091]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:38828140-?	3E-9	-	NR	-	"0.05211 unit increase"	[0.036-0.069]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:40615872-?	4E-15	-	NR	-	"0.07686 unit increase"	[0.058-0.096]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:40729975-?	9E-12	-	NR	-	"0.05993 unit decrease"	[0.043-0.077]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:52587740-?	2E-10	-	NR	-	"0.12136 unit decrease"	[0.085-0.158]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:62395224-?	3E-19	-	NR	-	"0.07856 unit decrease"	[0.062-0.095]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:75630160-?	3E-11	-	NR	-	"0.06312 unit increase"	[0.045-0.081]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:77092242-?	2E-8	-	NR	-	"0.13588 unit decrease"	[0.088-0.184]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:77540102-?	9E-24	-	NR	-	"0.08846 unit increase"	[0.072-0.105]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:77859960-?	4E-8	-	NR	-	"0.08018 unit increase"	[0.052-0.109]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:90392660-?	2E-11	-	NR	-	"0.07171 unit decrease"	[0.051-0.092]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr15:91513157-?	2E-13	-	NR	-	"0.06239 unit increase"	[0.046-0.079]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr16:20336257-?	5E-10	-	NR	-	"0.09555 unit increase"	[0.067-0.124]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr16:53800954-?	7E-30	-	NR	-	"0.12355 unit increase"	[0.1-0.14]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr16:73100308-?	5E-10	-	NR	-	"0.0558 unit decrease"	[0.038-0.073]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr16:81534790-?	4E-9	-	NR	-	"0.04958 unit decrease"	[0.032-0.067]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr17:6945940-?	6E-24	-	NR	-	"0.15561 unit increase"	[0.13-0.19]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr17:29653993-?	4E-8	-	NR	-	"0.05144 unit decrease"	[0.033-0.07]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr17:36047276-?	4E-9	-	NR	-	"0.07349 unit decrease"	[0.049-0.098]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr17:36049552-?	2E-17	-	NR	-	"0.08491 unit increase"	[0.066-0.104]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr17:36099840-?	2E-43	-	NR	-	"0.12504 unit decrease"	[0.11-0.14]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr18:57829135-?	8E-22	-	NR	-	"0.0955 unit increase"	[0.076-0.115]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr18:60845884-?	1E-9	-	NR	-	"0.05466 unit decrease"	[0.038-0.071]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr19:21856746-?	6E-20	-	NR	-	"0.25944 unit decrease"	[0.2-0.31]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:69375456-?	3E-15	-	NR	-	"0.084 unit increase"	[0.063-0.105]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:89766605-?	2E-10	-	NR	-	"0.06589 unit decrease"	[0.046-0.086]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:102596765-?	5E-9	-	NR	-	"0.11585 unit decrease"	[0.079-0.153]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:125975342-?	7E-12	-	NR	-	"0.18843 unit increase"	[0.14-0.24]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:126247849-?	2E-13	-	NR	-	"0.10034 unit increase"	[0.074-0.127]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:127140904-?	2E-8	-	NR	-	"0.06229 unit decrease"	[0.041-0.084]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:127200646-?	5E-18	-	NR	-	"0.23198 unit increase"	[0.18-0.28]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:127240094-?	3E-21	-	NR	-	"0.08675 unit decrease"	[0.069-0.104]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:127253550-?	4E-127	-	NR	-	"0.35701 unit increase"	[0.33-0.39]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:127253551-?	2E-24	-	NR	-	"0.24923 unit increase"	[0.2-0.3]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:127845648-?	3E-16	-	NR	-	"0.07317 unit decrease"	[0.056-0.09]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:127907054-?	6E-18	-	NR	-	"0.12495 unit increase"	[0.096-0.154]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:127911623-?	3E-13	-	NR	-	"0.11029 unit increase"	[0.08-0.14]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:127954170-?	2E-8	-	NR	-	"0.15703 unit increase"	[0.1-0.21]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:129397461-?	3E-8	-	NR	-	"0.09147 unit decrease"	[0.062-0.121]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:140572016-?	3E-8	-	NR	-	"0.09221 unit increase"	[0.06-0.124]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:156794983-?	2E-8	-	NR	-	"0.05858 unit decrease"	[0.037-0.08]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr7:156974127-?	3E-9	-	NR	-	"0.05136 unit decrease"	[0.035-0.068]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr8:41395092-?	2E-8	-	NR	-	"0.05414 unit increase"	[0.035-0.073]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr8:41491511-?	3E-12	-	NR	-	"0.06219 unit increase"	[0.045-0.079]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr8:41509070-?	8E-16	-	NR	-	"0.30333 unit decrease"	[0.23-0.38]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr8:41523358-?	4E-22	-	NR	-	"0.11945 unit decrease"	[0.096-0.143]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr8:41666299-?	7E-12	-	NR	-	"0.09973 unit decrease"	[0.072-0.127]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr8:75204887-?	1E-8	-	NR	-	"0.13024 unit increase"	[0.084-0.176]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr8:118184783-?	2E-50	-	NR	-	"0.12837 unit decrease"	[0.11-0.15]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr11:2885636-?	2E-32	-	NR	-	"0.15009 unit decrease"	[0.13-0.17]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr11:2918632-?	1E-8	-	NR	-	"0.10021 unit decrease"	[0.067-0.134]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr11:2953723-?	7E-10	-	NR	-	"0.05968 unit increase"	[0.041-0.079]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr11:17418477-?	3E-15	-	NR	-	"0.06654 unit decrease"	[0.05-0.083]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr11:35433624-?	3E-9	-	NR	-	"0.07837 unit decrease"	[0.053-0.104]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr11:72455885-?	1E-12	-	NR	-	"0.15471 unit decrease"	[0.11-0.2]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:4289091-?	1E-9	-	NR	-	"0.10041 unit decrease"	[0.069-0.132]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:4313438-?	2E-9	-	NR	-	"0.05962 unit increase"	[0.04-0.08]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:4382324-?	2E-8	-	NR	-	"0.05405 unit decrease"	[0.035-0.073]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:27883806-?	2E-8	-	NR	-	"0.04867 unit decrease"	[0.031-0.066]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:27964996-?	1E-16	-	NR	-	"0.076 unit decrease"	[0.058-0.094]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:31476941-?	7E-32	-	NR	-	"0.13056 unit increase"	[0.11-0.15]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:66225188-?	2E-15	-	NR	-	"0.06893 unit increase"	[0.052-0.086]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:108629780-?	8E-10	-	NR	-	"0.0531 unit decrease"	[0.036-0.07]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:112241766-?	1E-8	-	NR	-	"0.04912 unit decrease"	[0.029-0.069]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:118414926-?	1E-13	-	NR	-	"0.07455 unit increase"	[0.055-0.094]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:121327809-?	1E-21	-	NR	-	"0.24036 unit increase"	[0.19-0.29]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:121430822-?	7E-14	-	NR	-	"0.08351 unit increase"	[0.062-0.105]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr12:121490952-?	5E-8	-	NR	-	"0.07207 unit decrease"	[0.047-0.097]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr13:26780649-?	4E-8	-	NR	-	"0.06854 unit increase"	[0.043-0.094]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr13:26783923-?	3E-16	-	NR	-	"0.07196 unit decrease"	[0.055-0.089]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr13:33554084-?	3E-13	-	NR	-	"0.09259 unit decrease"	[0.069-0.117]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr13:51088809-?	2E-8	-	NR	-	"0.05993 unit decrease"	[0.04-0.08]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr13:80707429-?	8E-17	-	NR	-	"0.08012 unit decrease"	[0.062-0.099]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr13:91940484-?	3E-11	-	NR	-	"0.07646 unit decrease"	[0.055-0.098]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr8:118184855-?	1E-12	-	NR	-	"0.36847 unit decrease"	[0.27-0.47]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr9:4283137-?	6E-25	-	NR	-	"0.08967 unit decrease"	[0.073-0.107]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr9:4291435-?	2E-8	-	NR	-	"0.0979 unit increase"	[0.063-0.132]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr9:4305959-?	4E-10	-	NR	-	"0.06886 unit increase"	[0.048-0.09]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr9:22129594-?	2E-14	-	NR	-	"0.12245 unit increase"	[0.091-0.154]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr9:22129902-?	4E-8	-	NR	-	"0.21591 unit increase"	[0.14-0.29]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr9:22133284-?	1E-114	-	NR	-	"0.19423 unit decrease"	[0.18-0.21]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr9:22137685-?	1E-12	-	NR	-	"0.06173 unit increase"	[0.045-0.079]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr9:22288140-?	2E-15	-	NR	-	"0.13818 unit decrease"	[0.1-0.17]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
chr9:81913180-?	2E-8	-	NR	-	"0.10294 unit decrease"	[0.066-0.139]	-	Diabetes	"diabetes mellitus"	-	GCST90255468	-	36777999	"Nam K"
